state,date,price,macd_12,macd_26,ema_100,rsi_6,opening_0,closing_0,min_0,max_0,opening_1,closing_1,min_1,max_1,opening_2,closing_2,min_2,max_2,opening_3,closing_3,min_3,max_3,opening_4,closing_4,min_4,max_4,opening_5,closing_5,min_5,max_5,opening_6,closing_6,min_6,max_6,opening_7,closing_7,min_7,max_7,opening_8,closing_8,min_8,max_8,opening_9,closing_9,min_9,max_9,opening_10,closing_10,min_10,max_10,opening_11,closing_11,min_11,max_11,opening_12,closing_12,min_12,max_12,opening_13,closing_13,min_13,max_13,opening_14,closing_14,min_14,max_14
SHORT,2024-01-27 02:11:01,2265.45,1.8505660123501002,3.287523201791235,2244.5003223371527,58.24041261248068,2263.61,2255.17,2254.9,2263.62,2255.17,2258.51,2251.07,2259.33,2258.51,2261.61,2256.55,2262.69,2261.62,2257.78,2254.0,2262.4,2257.78,2256.59,2252.49,2258.59,2256.59,2258.6,2252.88,2259.4,2258.6,2255.05,2253.0,2259.16,2255.05,2254.35,2253.16,2256.06,2254.36,2254.5,2253.9,2256.31,2254.5,2259.87,2254.5,2260.87,2259.86,2264.43,2258.01,2264.43,2264.42,2265.65,2263.19,2269.35,2265.66,2266.62,2264.16,2268.18,2266.62,2268.01,2265.6,2272.0,2268.01,2264.53,2264.52,2270.27
LONG,2024-01-27 02:12:27,2264.31,1.7580303998147429,3.280668711973801,2244.4826985747764,56.13118850451095,2263.61,2255.17,2254.9,2263.62,2255.17,2258.51,2251.07,2259.33,2258.51,2261.61,2256.55,2262.69,2261.62,2257.78,2254.0,2262.4,2257.78,2256.59,2252.49,2258.59,2256.59,2258.6,2252.88,2259.4,2258.6,2255.05,2253.0,2259.16,2255.05,2254.35,2253.16,2256.06,2254.36,2254.5,2253.9,2256.31,2254.5,2259.87,2254.5,2260.87,2259.86,2264.43,2258.01,2264.43,2264.42,2265.65,2263.19,2269.35,2265.66,2266.62,2264.16,2268.18,2266.62,2268.01,2265.6,2272.0,2268.01,2264.46,2263.99,2270.27
LONG,2024-01-27 02:13:17,2265.34,1.8409933627772261,3.286814116637689,2244.5032926341823,58.16094005078079,2263.61,2255.17,2254.9,2263.62,2255.17,2258.51,2251.07,2259.33,2258.51,2261.61,2256.55,2262.69,2261.62,2257.78,2254.0,2262.4,2257.78,2256.59,2252.49,2258.59,2256.59,2258.6,2252.88,2259.4,2258.6,2255.05,2253.0,2259.16,2255.05,2254.35,2253.16,2256.06,2254.36,2254.5,2253.9,2256.31,2254.5,2259.87,2254.5,2260.87,2259.86,2264.43,2258.01,2264.43,2264.42,2265.65,2263.19,2269.35,2265.66,2266.62,2264.16,2268.18,2266.62,2268.01,2265.6,2272.0,2268.01,2265.0,2263.99,2270.27
LONG,2024-01-27 02:16:00,2265.01,1.8124208340659607,3.1736604374461326,2244.891624649465,56.76014386056403,2255.17,2258.51,2251.07,2259.33,2258.51,2261.61,2256.55,2262.69,2261.62,2257.78,2254.0,2262.4,2257.78,2256.59,2252.49,2258.59,2256.59,2258.6,2252.88,2259.4,2258.6,2255.05,2253.0,2259.16,2255.05,2254.35,2253.16,2256.06,2254.36,2254.5,2253.9,2256.31,2254.5,2259.87,2254.5,2260.87,2259.86,2264.43,2258.01,2264.43,2264.42,2265.65,2263.19,2269.35,2265.66,2266.62,2264.16,2268.18,2266.62,2268.01,2265.6,2272.0,2268.01,2264.62,2263.99,2270.27,2264.63,2264.64,2264.45,2266.61
SHORT,2024-01-27 02:17:39,2267.19,2.001480663125676,3.1876648692283336,2244.9387533623362,64.06194271279983,2255.17,2258.51,2251.07,2259.33,2258.51,2261.61,2256.55,2262.69,2261.62,2257.78,2254.0,2262.4,2257.78,2256.59,2252.49,2258.59,2256.59,2258.6,2252.88,2259.4,2258.6,2255.05,2253.0,2259.16,2255.05,2254.35,2253.16,2256.06,2254.36,2254.5,2253.9,2256.31,2254.5,2259.87,2254.5,2260.87,2259.86,2264.43,2258.01,2264.43,2264.42,2265.65,2263.19,2269.35,2265.66,2266.62,2264.16,2268.18,2266.62,2268.01,2265.6,2272.0,2268.01,2264.62,2263.99,2270.27,2264.63,2267.19,2264.45,2267.2
LONG,2024-01-27 02:21:20,2266.6,1.9592014608465433,3.1845330764669164,2244.920931580158,61.757346436918525,2255.17,2258.51,2251.07,2259.33,2258.51,2261.61,2256.55,2262.69,2261.62,2257.78,2254.0,2262.4,2257.78,2256.59,2252.49,2258.59,2256.59,2258.6,2252.88,2259.4,2258.6,2255.05,2253.0,2259.16,2255.05,2254.35,2253.16,2256.06,2254.36,2254.5,2253.9,2256.31,2254.5,2259.87,2254.5,2260.87,2259.86,2264.43,2258.01,2264.43,2264.42,2265.65,2263.19,2269.35,2265.66,2266.62,2264.16,2268.18,2266.62,2268.01,2265.6,2272.0,2268.01,2264.62,2263.99,2270.27,2264.63,2266.28,2264.45,2267.67
SHORT,2024-01-27 02:25:04,2267.14,1.9974920591371301,3.187369417081034,2244.9377632633264,63.94255203053619,2255.17,2258.51,2251.07,2259.33,2258.51,2261.61,2256.55,2262.69,2261.62,2257.78,2254.0,2262.4,2257.78,2256.59,2252.49,2258.59,2256.59,2258.6,2252.88,2259.4,2258.6,2255.05,2253.0,2259.16,2255.05,2254.35,2253.16,2256.06,2254.36,2254.5,2253.9,2256.31,2254.5,2259.87,2254.5,2260.87,2259.86,2264.43,2258.01,2264.43,2264.42,2265.65,2263.19,2269.35,2265.66,2266.62,2264.16,2268.18,2266.62,2268.01,2265.6,2272.0,2268.01,2264.62,2263.99,2270.27,2264.63,2267.14,2264.45,2267.67
LONG,2024-01-27 02:26:35,2266.12,1.9153268169716284,3.1812831028465522,2244.917565243524,60.98757852092771,2255.17,2258.51,2251.07,2259.33,2258.51,2261.61,2256.55,2262.69,2261.62,2257.78,2254.0,2262.4,2257.78,2256.59,2252.49,2258.59,2256.59,2258.6,2252.88,2259.4,2258.6,2255.05,2253.0,2259.16,2255.05,2254.35,2253.16,2256.06,2254.36,2254.5,2253.9,2256.31,2254.5,2259.87,2254.5,2260.87,2259.86,2264.43,2258.01,2264.43,2264.42,2265.65,2263.19,2269.35,2265.66,2266.62,2264.16,2268.18,2266.62,2268.01,2265.6,2272.0,2268.01,2264.62,2263.99,2270.27,2264.63,2266.0,2264.45,2267.67
SHORT,2024-01-27 02:34:40,2267.12,2.1727727615266303,3.1150592040140204,2245.3962175149495,64.74753703637583,2258.51,2261.61,2256.55,2262.69,2261.62,2257.78,2254.0,2262.4,2257.78,2256.59,2252.49,2258.59,2256.59,2258.6,2252.88,2259.4,2258.6,2255.05,2253.0,2259.16,2255.05,2254.35,2253.16,2256.06,2254.36,2254.5,2253.9,2256.31,2254.5,2259.87,2254.5,2260.87,2259.86,2264.43,2258.01,2264.43,2264.42,2265.65,2263.19,2269.35,2265.66,2266.62,2264.16,2268.18,2266.62,2268.01,2265.6,2272.0,2268.01,2264.62,2263.99,2270.27,2264.63,2267.66,2264.45,2267.67,2267.67,2267.58,2266.72,2268.1
SHORT,2024-01-27 02:37:08,2266.49,2.1296958384496065,3.1118683208231297,2245.3766135545534,60.18379668548689,2258.51,2261.61,2256.55,2262.69,2261.62,2257.78,2254.0,2262.4,2257.78,2256.59,2252.49,2258.59,2256.59,2258.6,2252.88,2259.4,2258.6,2255.05,2253.0,2259.16,2255.05,2254.35,2253.16,2256.06,2254.36,2254.5,2253.9,2256.31,2254.5,2259.87,2254.5,2260.87,2259.86,2264.43,2258.01,2264.43,2264.42,2265.65,2263.19,2269.35,2265.66,2266.62,2264.16,2268.18,2266.62,2268.01,2265.6,2272.0,2268.01,2264.62,2263.99,2270.27,2264.63,2267.66,2264.45,2267.67,2267.67,2266.59,2266.17,2268.1
LONG,2024-01-27 02:38:42,2265.29,2.026789855543484,3.1042456554226763,2245.350870980296,55.66570494536135,2258.51,2261.61,2256.55,2262.69,2261.62,2257.78,2254.0,2262.4,2257.78,2256.59,2252.49,2258.59,2256.59,2258.6,2252.88,2259.4,2258.6,2255.05,2253.0,2259.16,2255.05,2254.35,2253.16,2256.06,2254.36,2254.5,2253.9,2256.31,2254.5,2259.87,2254.5,2260.87,2259.86,2264.43,2258.01,2264.43,2264.42,2265.65,2263.19,2269.35,2265.66,2266.62,2264.16,2268.18,2266.62,2268.01,2265.6,2272.0,2268.01,2264.62,2263.99,2270.27,2264.63,2267.66,2264.45,2267.67,2267.67,2265.45,2264.11,2268.1
SHORT,2024-01-27 02:41:23,2267.28,2.184738573492268,3.1159455604559194,2245.390078901088,61.72184298872273,2258.51,2261.61,2256.55,2262.69,2261.62,2257.78,2254.0,2262.4,2257.78,2256.59,2252.49,2258.59,2256.59,2258.6,2252.88,2259.4,2258.6,2255.05,2253.0,2259.16,2255.05,2254.35,2253.16,2256.06,2254.36,2254.5,2253.9,2256.31,2254.5,2259.87,2254.5,2260.87,2259.86,2264.43,2258.01,2264.43,2264.42,2265.65,2263.19,2269.35,2265.66,2266.62,2264.16,2268.18,2266.62,2268.01,2265.6,2272.0,2268.01,2264.62,2263.99,2270.27,2264.63,2267.66,2264.45,2267.67,2267.67,2266.94,2264.11,2268.1
LONG,2024-01-27 02:46:03,2265.41,2.07023720451798,3.033561479783237,2245.7688460868526,54.78541569267416,2261.62,2257.78,2254.0,2262.4,2257.78,2256.59,2252.49,2258.59,2256.59,2258.6,2252.88,2259.4,2258.6,2255.05,2253.0,2259.16,2255.05,2254.35,2253.16,2256.06,2254.36,2254.5,2253.9,2256.31,2254.5,2259.87,2254.5,2260.87,2259.86,2264.43,2258.01,2264.43,2264.42,2265.65,2263.19,2269.35,2265.66,2266.62,2264.16,2268.18,2266.62,2268.01,2265.6,2272.0,2268.01,2264.62,2263.99,2270.27,2264.63,2267.66,2264.45,2267.67,2267.67,2266.37,2264.11,2268.1,2266.37,2265.4,2265.11,2266.55
LONG,2024-01-27 02:46:41,2266.74,2.1771317914121937,3.0414795973309565,2245.7894401462586,59.528010516834016,2261.62,2257.78,2254.0,2262.4,2257.78,2256.59,2252.49,2258.59,2256.59,2258.6,2252.88,2259.4,2258.6,2255.05,2253.0,2259.16,2255.05,2254.35,2253.16,2256.06,2254.36,2254.5,2253.9,2256.31,2254.5,2259.87,2254.5,2260.87,2259.86,2264.43,2258.01,2264.43,2264.42,2265.65,2263.19,2269.35,2265.66,2266.62,2264.16,2268.18,2266.62,2268.01,2265.6,2272.0,2268.01,2264.62,2263.99,2270.27,2264.63,2267.66,2264.45,2267.67,2267.67,2266.37,2264.11,2268.1,2266.37,2266.45,2265.11,2266.75
LONG,2024-01-27 02:47:55,2267.64,2.247331221611603,3.0466795551235055,2245.813202522496,63.955317842055926,2261.62,2257.78,2254.0,2262.4,2257.78,2256.59,2252.49,2258.59,2256.59,2258.6,2252.88,2259.4,2258.6,2255.05,2253.0,2259.16,2255.05,2254.35,2253.16,2256.06,2254.36,2254.5,2253.9,2256.31,2254.5,2259.87,2254.5,2260.87,2259.86,2264.43,2258.01,2264.43,2264.42,2265.65,2263.19,2269.35,2265.66,2266.62,2264.16,2268.18,2266.62,2268.01,2265.6,2272.0,2268.01,2264.62,2263.99,2270.27,2264.63,2267.66,2264.45,2267.67,2267.67,2266.37,2264.11,2268.1,2266.37,2268.2,2265.11,2268.2
SHORT,2024-01-27 02:55:19,2269.4,2.388527802808312,3.0571385611380766,2245.8480540076444,67.55304329983075,2261.62,2257.78,2254.0,2262.4,2257.78,2256.59,2252.49,2258.59,2256.59,2258.6,2252.88,2259.4,2258.6,2255.05,2253.0,2259.16,2255.05,2254.35,2253.16,2256.06,2254.36,2254.5,2253.9,2256.31,2254.5,2259.87,2254.5,2260.87,2259.86,2264.43,2258.01,2264.43,2264.42,2265.65,2263.19,2269.35,2265.66,2266.62,2264.16,2268.18,2266.62,2268.01,2265.6,2272.0,2268.01,2264.62,2263.99,2270.27,2264.63,2267.66,2264.45,2267.67,2267.67,2266.37,2264.11,2268.1,2266.37,2269.41,2265.11,2269.63
LONG,2024-01-27 10:56:40,2256.82,-2.977668694595195,0.5407381143428399,2256.973335438114,18.801588901044905,2276.15,2276.36,2273.57,2276.56,2276.36,2274.63,2273.13,2276.36,2274.64,2274.75,2273.38,2276.4,2274.75,2269.6,2269.3,2274.75,2269.6,2267.66,2267.0,2270.85,2267.66,2264.33,2264.21,2269.11,2264.33,2263.79,2261.15,2265.04,2263.8,2264.43,2262.85,2265.61,2264.43,2266.21,2264.12,2267.19,2266.2,2265.71,2264.03,2266.71,2265.71,2264.07,2263.91,2266.8,2264.07,2263.67,2263.65,2266.66,2263.67,2257.46,2254.36,2263.68,2257.45,2258.57,2253.41,2258.66,2258.57,2256.8,2256.66,2259.25
SHORT,2024-01-27 10:58:46,2258.0,-2.8827399196661645,0.547769875448694,2256.9965037549455,20.91718522971269,2276.15,2276.36,2273.57,2276.56,2276.36,2274.63,2273.13,2276.36,2274.64,2274.75,2273.38,2276.4,2274.75,2269.6,2269.3,2274.75,2269.6,2267.66,2267.0,2270.85,2267.66,2264.33,2264.21,2269.11,2264.33,2263.79,2261.15,2265.04,2263.8,2264.43,2262.85,2265.61,2264.43,2266.21,2264.12,2267.19,2266.2,2265.71,2264.03,2266.71,2265.71,2264.07,2263.91,2266.8,2264.07,2263.67,2263.65,2266.66,2263.67,2257.46,2254.36,2263.68,2257.45,2258.57,2253.41,2258.66,2258.57,2257.99,2256.53,2259.25
SHORT,2024-01-27 11:01:21,2256.85,-3.1925982452880817,0.27316767143649273,2256.997778751662,17.932816604310723,2276.36,2274.63,2273.13,2276.36,2274.64,2274.75,2273.38,2276.4,2274.75,2269.6,2269.3,2274.75,2269.6,2267.66,2267.0,2270.85,2267.66,2264.33,2264.21,2269.11,2264.33,2263.79,2261.15,2265.04,2263.8,2264.43,2262.85,2265.61,2264.43,2266.21,2264.12,2267.19,2266.2,2265.71,2264.03,2266.71,2265.71,2264.07,2263.91,2266.8,2264.07,2263.67,2263.65,2266.66,2263.67,2257.46,2254.36,2263.68,2257.45,2258.57,2253.41,2258.66,2258.57,2258.45,2256.53,2259.25,2258.45,2256.61,2256.6,2258.46
SHORT,2024-01-27 11:09:17,2255.43,-3.28593157862133,0.2662540911895855,2256.97461043483,16.114413009988844,2276.36,2274.63,2273.13,2276.36,2274.64,2274.75,2273.38,2276.4,2274.75,2269.6,2269.3,2274.75,2269.6,2267.66,2267.0,2270.85,2267.66,2264.33,2264.21,2269.11,2264.33,2263.79,2261.15,2265.04,2263.8,2264.43,2262.85,2265.61,2264.43,2266.21,2264.12,2267.19,2266.2,2265.71,2264.03,2266.71,2265.71,2264.07,2263.91,2266.8,2264.07,2263.67,2263.65,2266.66,2263.67,2257.46,2254.36,2263.68,2257.45,2258.57,2253.41,2258.66,2258.57,2258.45,2256.53,2259.25,2258.45,2255.44,2255.43,2258.46
LONG,2024-01-27 11:18:26,2253.33,-3.750085822047822,-0.031361995771469586,2256.90561609037,13.428626956069609,2274.64,2274.75,2273.38,2276.4,2274.75,2269.6,2269.3,2274.75,2269.6,2267.66,2267.0,2270.85,2267.66,2264.33,2264.21,2269.11,2264.33,2263.79,2261.15,2265.04,2263.8,2264.43,2262.85,2265.61,2264.43,2266.21,2264.12,2267.19,2266.2,2265.71,2264.03,2266.71,2265.71,2264.07,2263.91,2266.8,2264.07,2263.67,2263.65,2266.66,2263.67,2257.46,2254.36,2263.68,2257.45,2258.57,2253.41,2258.66,2258.57,2258.45,2256.53,2259.25,2258.45,2255.42,2254.17,2258.46,2255.43,2253.53,2253.28,2255.58
LONG,2024-01-27 11:19:28,2254.72,-3.6511684431302456,-0.024034782518315756,2256.92660618938,14.01675355985374,2274.64,2274.75,2273.38,2276.4,2274.75,2269.6,2269.3,2274.75,2269.6,2267.66,2267.0,2270.85,2267.66,2264.33,2264.21,2269.11,2264.33,2263.79,2261.15,2265.04,2263.8,2264.43,2262.85,2265.61,2264.43,2266.21,2264.12,2267.19,2266.2,2265.71,2264.03,2266.71,2265.71,2264.07,2263.91,2266.8,2264.07,2263.67,2263.65,2266.66,2263.67,2257.46,2254.36,2263.68,2257.45,2258.57,2253.41,2258.66,2258.57,2258.45,2256.53,2259.25,2258.45,2255.42,2254.17,2258.46,2255.43,2254.01,2253.14,2255.58
SHORT,2024-01-27 11:25:10,2255.9,-3.5562396682016697,-0.017003021412495323,2256.9529428230435,18.22699240684715,2274.64,2274.75,2273.38,2276.4,2274.75,2269.6,2269.3,2274.75,2269.6,2267.66,2267.0,2270.85,2267.66,2264.33,2264.21,2269.11,2264.33,2263.79,2261.15,2265.04,2263.8,2264.43,2262.85,2265.61,2264.43,2266.21,2264.12,2267.19,2266.2,2265.71,2264.03,2266.71,2265.71,2264.07,2263.91,2266.8,2264.07,2263.67,2263.65,2266.66,2263.67,2257.46,2254.36,2263.68,2257.45,2258.57,2253.41,2258.66,2258.57,2258.45,2256.53,2259.25,2258.45,2255.42,2254.17,2258.46,2255.43,2255.67,2252.76,2255.98
LONG,2024-01-27 11:43:19,2255.04,-3.759740028202941,-0.2911241381383828,2256.926518506775,21.063210798051962,2274.75,2269.6,2269.3,2274.75,2269.6,2267.66,2267.0,2270.85,2267.66,2264.33,2264.21,2269.11,2264.33,2263.79,2261.15,2265.04,2263.8,2264.43,2262.85,2265.61,2264.43,2266.21,2264.12,2267.19,2266.2,2265.71,2264.03,2266.71,2265.71,2264.07,2263.91,2266.8,2264.07,2263.67,2263.65,2266.66,2263.67,2257.46,2254.36,2263.68,2257.45,2258.57,2253.41,2258.66,2258.57,2258.45,2256.53,2259.25,2258.45,2255.42,2254.17,2258.46,2255.43,2256.48,2252.76,2256.92,2256.49,2255.04,2254.08,2256.49
LONG,2024-01-27 11:43:57,2256.72,-3.6257229341858874,-0.2811969459889714,2256.959785833508,25.147208638613645,2274.75,2269.6,2269.3,2274.75,2269.6,2267.66,2267.0,2270.85,2267.66,2264.33,2264.21,2269.11,2264.33,2263.79,2261.15,2265.04,2263.8,2264.43,2262.85,2265.61,2264.43,2266.21,2264.12,2267.19,2266.2,2265.71,2264.03,2266.71,2265.71,2264.07,2263.91,2266.8,2264.07,2263.67,2263.65,2266.66,2263.67,2257.46,2254.36,2263.68,2257.45,2258.57,2253.41,2258.66,2258.57,2258.45,2256.53,2259.25,2258.45,2255.42,2254.17,2258.46,2255.43,2256.48,2252.76,2256.92,2256.49,2256.56,2254.08,2256.77
LONG,2024-01-27 11:46:08,2257.95,-3.575913575897175,-0.5251406029646283,2256.977405994436,35.76075777175458,2269.6,2267.66,2267.0,2270.85,2267.66,2264.33,2264.21,2269.11,2264.33,2263.79,2261.15,2265.04,2263.8,2264.43,2262.85,2265.61,2264.43,2266.21,2264.12,2267.19,2266.2,2265.71,2264.03,2266.71,2265.71,2264.07,2263.91,2266.8,2264.07,2263.67,2263.65,2266.66,2263.67,2257.46,2254.36,2263.68,2257.45,2258.57,2253.41,2258.66,2258.57,2258.45,2256.53,2259.25,2258.45,2255.42,2254.17,2258.46,2255.43,2256.48,2252.76,2256.92,2256.49,2256.75,2254.08,2256.77,2256.76,2257.81,2256.64,2258.89
SHORT,2024-01-27 11:47:18,2259.92,-3.418762578746737,-0.513499788360892,2257.01879213305,47.464981071648076,2269.6,2267.66,2267.0,2270.85,2267.66,2264.33,2264.21,2269.11,2264.33,2263.79,2261.15,2265.04,2263.8,2264.43,2262.85,2265.61,2264.43,2266.21,2264.12,2267.19,2266.2,2265.71,2264.03,2266.71,2265.71,2264.07,2263.91,2266.8,2264.07,2263.67,2263.65,2266.66,2263.67,2257.46,2254.36,2263.68,2257.45,2258.57,2253.41,2258.66,2258.57,2258.45,2256.53,2259.25,2258.45,2255.42,2254.17,2258.46,2255.43,2256.48,2252.76,2256.92,2256.49,2256.75,2254.08,2256.77,2256.76,2259.76,2256.64,2260.19
SHORT,2024-01-27 11:54:49,2257.15,-3.6397312397152746,-0.5298678373215245,2256.9637426280997,30.288729843138828,2269.6,2267.66,2267.0,2270.85,2267.66,2264.33,2264.21,2269.11,2264.33,2263.79,2261.15,2265.04,2263.8,2264.43,2262.85,2265.61,2264.43,2266.21,2264.12,2267.19,2266.2,2265.71,2264.03,2266.71,2265.71,2264.07,2263.91,2266.8,2264.07,2263.67,2263.65,2266.66,2263.67,2257.46,2254.36,2263.68,2257.45,2258.57,2253.41,2258.66,2258.57,2258.45,2256.53,2259.25,2258.45,2255.42,2254.17,2258.46,2255.43,2256.48,2252.76,2256.92,2256.49,2256.75,2254.08,2256.77,2256.76,2257.14,2256.64,2260.4
SHORT,2024-01-27 11:56:02,2253.84,-3.9045745445582725,-0.5494858599024873,2256.908099063743,20.313932980765067,2269.6,2267.66,2267.0,2270.85,2267.66,2264.33,2264.21,2269.11,2264.33,2263.79,2261.15,2265.04,2263.8,2264.43,2262.85,2265.61,2264.43,2266.21,2264.12,2267.19,2266.2,2265.71,2264.03,2266.71,2265.71,2264.07,2263.91,2266.8,2264.07,2263.67,2263.65,2266.66,2263.67,2257.46,2254.36,2263.68,2257.45,2258.57,2253.41,2258.66,2258.57,2258.45,2256.53,2259.25,2258.45,2255.42,2254.17,2258.46,2255.43,2256.48,2252.76,2256.92,2256.49,2256.75,2254.08,2256.77,2256.76,2254.37,2253.61,2260.4
LONG,2024-01-27 11:57:47,2252.14,-4.050557450540964,-0.5602994084937978,2256.8619604498817,16.44317110099177,2269.6,2267.66,2267.0,2270.85,2267.66,2264.33,2264.21,2269.11,2264.33,2263.79,2261.15,2265.04,2263.8,2264.43,2262.85,2265.61,2264.43,2266.21,2264.12,2267.19,2266.2,2265.71,2264.03,2266.71,2265.71,2264.07,2263.91,2266.8,2264.07,2263.67,2263.65,2266.66,2263.67,2257.46,2254.36,2263.68,2257.45,2258.57,2253.41,2258.66,2258.57,2258.45,2256.53,2259.25,2258.45,2255.42,2254.17,2258.46,2255.43,2256.48,2252.76,2256.92,2256.49,2256.75,2254.08,2256.77,2256.76,2252.0,2251.71,2260.4
SHORT,2024-01-27 11:59:14,2253.88,-3.9005859405697265,-0.5491904077551877,2256.899188172654,19.382003762597947,2269.6,2267.66,2267.0,2270.85,2267.66,2264.33,2264.21,2269.11,2264.33,2263.79,2261.15,2265.04,2263.8,2264.43,2262.85,2265.61,2264.43,2266.21,2264.12,2267.19,2266.2,2265.71,2264.03,2266.71,2265.71,2264.07,2263.91,2266.8,2264.07,2263.67,2263.65,2266.66,2263.67,2257.46,2254.36,2263.68,2257.45,2258.57,2253.41,2258.66,2258.57,2258.45,2256.53,2259.25,2258.45,2255.42,2254.17,2258.46,2255.43,2256.48,2252.76,2256.92,2256.49,2256.75,2254.08,2256.77,2256.76,2253.88,2251.4,2260.4
