state,date,price,macd_12,macd_26,ema_100,rsi_6,opening_0,closing_0,min_0,max_0,opening_1,closing_1,min_1,max_1,opening_2,closing_2,min_2,max_2,opening_3,closing_3,min_3,max_3,opening_4,closing_4,min_4,max_4,opening_5,closing_5,min_5,max_5,opening_6,closing_6,min_6,max_6,opening_7,closing_7,min_7,max_7,opening_8,closing_8,min_8,max_8,opening_9,closing_9,min_9,max_9,opening_10,closing_10,min_10,max_10,opening_11,closing_11,min_11,max_11,opening_12,closing_12,min_12,max_12,opening_13,closing_13,min_13,max_13,opening_14,closing_14,min_14,max_14
SHORT,2024-01-27 14:02:31,2263.28,-0.4577049371237081,-0.9893731445078574,2258.166286682544,48.03003641695959,2257.45,2258.57,2253.41,2258.66,2258.57,2258.45,2256.53,2259.25,2258.45,2255.42,2254.17,2258.46,2255.43,2256.48,2252.76,2256.92,2256.49,2256.75,2254.08,2256.77,2256.76,2253.95,2251.4,2260.4,2253.95,2258.81,2251.58,2260.56,2258.81,2261.55,2258.28,2262.41,2261.56,2264.95,2261.55,2266.28,2264.94,2265.99,2264.08,2268.2,2266.0,2268.93,2265.2,2269.38,2268.94,2266.88,2266.49,2271.49,2266.87,2267.1,2264.53,2267.61,2267.1,2263.23,2262.76,2267.1,2263.23,2263.99,2261.44,2263.99
LONG,2024-01-27 14:06:01,2263.06,-0.47525479467367404,-0.990673133956003,2258.1712371775934,48.736646321298565,2257.45,2258.57,2253.41,2258.66,2258.57,2258.45,2256.53,2259.25,2258.45,2255.42,2254.17,2258.46,2255.43,2256.48,2252.76,2256.92,2256.49,2256.75,2254.08,2256.77,2256.76,2253.95,2251.4,2260.4,2253.95,2258.81,2251.58,2260.56,2258.81,2261.55,2258.28,2262.41,2261.56,2264.95,2261.55,2266.28,2264.94,2265.99,2264.08,2268.2,2266.0,2268.93,2265.2,2269.38,2268.94,2266.88,2266.49,2271.49,2266.87,2267.1,2264.53,2267.61,2267.1,2263.23,2262.76,2267.1,2263.23,2263.55,2261.44,2264.1
SHORT,2024-01-27 14:19:16,2264.8,-0.2670755615554299,-0.9298511501773737,2258.319592249658,54.08237937699588,2258.57,2258.45,2256.53,2259.25,2258.45,2255.42,2254.17,2258.46,2255.43,2256.48,2252.76,2256.92,2256.49,2256.75,2254.08,2256.77,2256.76,2253.95,2251.4,2260.4,2253.95,2258.81,2251.58,2260.56,2258.81,2261.55,2258.28,2262.41,2261.56,2264.95,2261.55,2266.28,2264.94,2265.99,2264.08,2268.2,2266.0,2268.93,2265.2,2269.38,2268.94,2266.88,2266.49,2271.49,2266.87,2267.1,2264.53,2267.61,2267.1,2263.23,2262.76,2267.1,2263.23,2264.38,2261.44,2264.66,2264.39,2264.84,2263.89,2264.84
LONG,2024-01-27 14:27:47,2263.95,-0.32929778377729235,-0.9344602036752895,2258.3035526456974,50.432732585922714,2258.57,2258.45,2256.53,2259.25,2258.45,2255.42,2254.17,2258.46,2255.43,2256.48,2252.76,2256.92,2256.49,2256.75,2254.08,2256.77,2256.76,2253.95,2251.4,2260.4,2253.95,2258.81,2251.58,2260.56,2258.81,2261.55,2258.28,2262.41,2261.56,2264.95,2261.55,2266.28,2264.94,2265.99,2264.08,2268.2,2266.0,2268.93,2265.2,2269.38,2268.94,2266.88,2266.49,2271.49,2266.87,2267.1,2264.53,2267.61,2267.1,2263.23,2262.76,2267.1,2263.23,2264.38,2261.44,2264.66,2264.39,2264.03,2263.33,2265.52
LONG,2024-01-27 14:33:29,2265.58,-0.11794434861803893,-0.8694910521749913,2258.463754818579,57.563187063871304,2258.45,2255.42,2254.17,2258.46,2255.43,2256.48,2252.76,2256.92,2256.49,2256.75,2254.08,2256.77,2256.76,2253.95,2251.4,2260.4,2253.95,2258.81,2251.58,2260.56,2258.81,2261.55,2258.28,2262.41,2261.56,2264.95,2261.55,2266.28,2264.94,2265.99,2264.08,2268.2,2266.0,2268.93,2265.2,2269.38,2268.94,2266.88,2266.49,2271.49,2266.87,2267.1,2264.53,2267.61,2267.1,2263.23,2262.76,2267.1,2263.23,2264.38,2261.44,2264.66,2264.39,2264.84,2263.33,2265.52,2264.84,2265.58,2264.56,2265.59
LONG,2024-01-27 14:42:26,2267.86,0.0623405516666935,-0.856136615116863,2258.507913234421,65.35442271187925,2258.45,2255.42,2254.17,2258.46,2255.43,2256.48,2252.76,2256.92,2256.49,2256.75,2254.08,2256.77,2256.76,2253.95,2251.4,2260.4,2253.95,2258.81,2251.58,2260.56,2258.81,2261.55,2258.28,2262.41,2261.56,2264.95,2261.55,2266.28,2264.94,2265.99,2264.08,2268.2,2266.0,2268.93,2265.2,2269.38,2268.94,2266.88,2266.49,2271.49,2266.87,2267.1,2264.53,2267.61,2267.1,2263.23,2262.76,2267.1,2263.23,2264.38,2261.44,2264.66,2264.39,2264.84,2263.33,2265.52,2264.84,2267.8,2264.56,2268.0
LONG,2024-01-27 14:47:28,2269.26,0.46973208415647605,-0.7543677504346125,2258.7290740546,68.717629793014,2255.43,2256.48,2252.76,2256.92,2256.49,2256.75,2254.08,2256.77,2256.76,2253.95,2251.4,2260.4,2253.95,2258.81,2251.58,2260.56,2258.81,2261.55,2258.28,2262.41,2261.56,2264.95,2261.55,2266.28,2264.94,2265.99,2264.08,2268.2,2266.0,2268.93,2265.2,2269.38,2268.94,2266.88,2266.49,2271.49,2266.87,2267.1,2264.53,2267.61,2267.1,2263.23,2262.76,2267.1,2263.23,2264.38,2261.44,2264.66,2264.39,2264.84,2263.33,2265.52,2264.84,2268.5,2264.56,2268.51,2268.51,2269.0,2267.74,2269.27
SHORT,2024-01-27 14:50:48,2270.35,0.55668365110796,-0.7479268936233915,2258.7558067278674,72.13802413314706,2255.43,2256.48,2252.76,2256.92,2256.49,2256.75,2254.08,2256.77,2256.76,2253.95,2251.4,2260.4,2253.95,2258.81,2251.58,2260.56,2258.81,2261.55,2258.28,2262.41,2261.56,2264.95,2261.55,2266.28,2264.94,2265.99,2264.08,2268.2,2266.0,2268.93,2265.2,2269.38,2268.94,2266.88,2266.49,2271.49,2266.87,2267.1,2264.53,2267.61,2267.1,2263.23,2262.76,2267.1,2263.23,2264.38,2261.44,2264.66,2264.39,2264.84,2263.33,2265.52,2264.84,2268.5,2264.56,2268.51,2268.51,2270.37,2267.74,2270.37
SHORT,2024-01-27 14:52:15,2267.49,0.2918403462645074,-0.7675449162043879,2258.6898661338078,59.14907651068631,2255.43,2256.48,2252.76,2256.92,2256.49,2256.75,2254.08,2256.77,2256.76,2253.95,2251.4,2260.4,2253.95,2258.81,2251.58,2260.56,2258.81,2261.55,2258.28,2262.41,2261.56,2264.95,2261.55,2266.28,2264.94,2265.99,2264.08,2268.2,2266.0,2268.93,2265.2,2269.38,2268.94,2266.88,2266.49,2271.49,2266.87,2267.1,2264.53,2267.61,2267.1,2263.23,2262.76,2267.1,2263.23,2264.38,2261.44,2264.66,2264.39,2264.84,2263.33,2265.52,2264.84,2268.5,2264.56,2268.51,2268.51,2267.04,2266.58,2270.65
LONG,2024-01-27 14:56:58,2265.88,0.19930473372869528,-0.7743994060218555,2258.6651136585606,53.53888492645233,2255.43,2256.48,2252.76,2256.92,2256.49,2256.75,2254.08,2256.77,2256.76,2253.95,2251.4,2260.4,2253.95,2258.81,2251.58,2260.56,2258.81,2261.55,2258.28,2262.41,2261.56,2264.95,2261.55,2266.28,2264.94,2265.99,2264.08,2268.2,2266.0,2268.93,2265.2,2269.38,2268.94,2266.88,2266.49,2271.49,2266.87,2267.1,2264.53,2267.61,2267.1,2263.23,2262.76,2267.1,2263.23,2264.38,2261.44,2264.66,2264.39,2264.84,2263.33,2265.52,2264.84,2268.5,2264.56,2268.51,2268.51,2265.77,2265.77,2270.65
LONG,2024-01-27 15:07:22,2268.77,0.4726311176659692,-0.6841605957014221,2258.8597834988673,63.11395941925424,2256.49,2256.75,2254.08,2256.77,2256.76,2253.95,2251.4,2260.4,2253.95,2258.81,2251.58,2260.56,2258.81,2261.55,2258.28,2262.41,2261.56,2264.95,2261.55,2266.28,2264.94,2265.99,2264.08,2268.2,2266.0,2268.93,2265.2,2269.38,2268.94,2266.88,2266.49,2271.49,2266.87,2267.1,2264.53,2267.61,2267.1,2263.23,2262.76,2267.1,2263.23,2264.38,2261.44,2264.66,2264.39,2264.84,2263.33,2265.52,2264.84,2268.5,2264.56,2268.51,2268.51,2265.48,2265.08,2270.65,2265.48,2268.79,2264.76,2268.8
SHORT,2024-01-27 15:10:07,2269.99,0.5683576133919814,-0.677069744166162,2258.883545875105,65.89609135146304,2256.49,2256.75,2254.08,2256.77,2256.76,2253.95,2251.4,2260.4,2253.95,2258.81,2251.58,2260.56,2258.81,2261.55,2258.28,2262.41,2261.56,2264.95,2261.55,2266.28,2264.94,2265.99,2264.08,2268.2,2266.0,2268.93,2265.2,2269.38,2268.94,2266.88,2266.49,2271.49,2266.87,2267.1,2264.53,2267.61,2267.1,2263.23,2262.76,2267.1,2263.23,2264.38,2261.44,2264.66,2264.39,2264.84,2263.33,2265.52,2264.84,2268.5,2264.56,2268.51,2268.51,2265.48,2265.08,2270.65,2265.48,2270.05,2264.76,2270.05
SHORT,2024-01-27 15:15:02,2268.89,0.7205165660002422,-0.57950858860867,2259.0605367322005,63.38774556972052,2256.76,2253.95,2251.4,2260.4,2253.95,2258.81,2251.58,2260.56,2258.81,2261.55,2258.28,2262.41,2261.56,2264.95,2261.55,2266.28,2264.94,2265.99,2264.08,2268.2,2266.0,2268.93,2265.2,2269.38,2268.94,2266.88,2266.49,2271.49,2266.87,2267.1,2264.53,2267.61,2267.1,2263.23,2262.76,2267.1,2263.23,2264.38,2261.44,2264.66,2264.39,2264.84,2263.33,2265.52,2264.84,2268.5,2264.56,2268.51,2268.51,2265.48,2265.08,2270.65,2265.48,2268.9,2264.76,2270.5,2268.9,2268.9,2268.89,2268.9
SHORT,2024-01-27 15:17:53,2267.46,0.4764140018978651,-0.5975902600236609,2259.012021880715,54.02604133094879,2256.76,2253.95,2251.4,2260.4,2253.95,2258.81,2251.58,2260.56,2258.81,2261.55,2258.28,2262.41,2261.56,2264.95,2261.55,2266.28,2264.94,2265.99,2264.08,2268.2,2266.0,2268.93,2265.2,2269.38,2268.94,2266.88,2266.49,2271.49,2266.87,2267.1,2264.53,2267.61,2267.1,2263.23,2262.76,2267.1,2263.23,2264.38,2261.44,2264.66,2264.39,2264.84,2263.33,2265.52,2264.84,2268.5,2264.56,2268.51,2268.51,2265.48,2265.08,2270.65,2265.48,2268.9,2264.76,2270.5,2268.9,2266.76,2265.83,2269.38
SHORT,2024-01-27 15:26:21,2265.61,0.46444818993222725,-0.59847661646556,2259.0007347520022,51.099016091298836,2256.76,2253.95,2251.4,2260.4,2253.95,2258.81,2251.58,2260.56,2258.81,2261.55,2258.28,2262.41,2261.56,2264.95,2261.55,2266.28,2264.94,2265.99,2264.08,2268.2,2266.0,2268.93,2265.2,2269.38,2268.94,2266.88,2266.49,2271.49,2266.87,2267.1,2264.53,2267.61,2267.1,2263.23,2262.76,2267.1,2263.23,2264.38,2261.44,2264.66,2264.39,2264.84,2263.33,2265.52,2264.84,2268.5,2264.56,2268.51,2268.51,2265.48,2265.08,2270.65,2265.48,2268.9,2264.76,2270.5,2268.9,2265.94,2265.48,2269.38
SHORT,2024-01-27 15:40:58,2264.76,0.41269453242830423,-0.5200733948016719,2259.1235140461986,46.59185165682508,2253.95,2258.81,2251.58,2260.56,2258.81,2261.55,2258.28,2262.41,2261.56,2264.95,2261.55,2266.28,2264.94,2265.99,2264.08,2268.2,2266.0,2268.93,2265.2,2269.38,2268.94,2266.88,2266.49,2271.49,2266.87,2267.1,2264.53,2267.61,2267.1,2263.23,2262.76,2267.1,2263.23,2264.38,2261.44,2264.66,2264.39,2264.84,2263.33,2265.52,2264.84,2268.5,2264.56,2268.51,2268.51,2265.48,2265.08,2270.65,2265.48,2268.9,2264.76,2270.5,2268.9,2266.32,2265.26,2269.38,2266.33,2264.76,2264.62,2267.05
SHORT,2024-01-27 15:45:47,2263.57,0.21755175831094675,-0.46669290186516804,2259.2072931034154,42.367658326093974,2258.81,2261.55,2258.28,2262.41,2261.56,2264.95,2261.55,2266.28,2264.94,2265.99,2264.08,2268.2,2266.0,2268.93,2265.2,2269.38,2268.94,2266.88,2266.49,2271.49,2266.87,2267.1,2264.53,2267.61,2267.1,2263.23,2262.76,2267.1,2263.23,2264.38,2261.44,2264.66,2264.39,2264.84,2263.33,2265.52,2264.84,2268.5,2264.56,2268.51,2268.51,2265.48,2265.08,2270.65,2265.48,2268.9,2264.76,2270.5,2268.9,2266.32,2265.26,2269.38,2266.33,2264.54,2264.31,2267.05,2264.53,2263.57,2263.56,2264.88
LONG,2024-01-27 15:52:26,2262.34,0.11943210019080652,-0.4739610246888821,2259.182936667772,38.68909648007336,2258.81,2261.55,2258.28,2262.41,2261.56,2264.95,2261.55,2266.28,2264.94,2265.99,2264.08,2268.2,2266.0,2268.93,2265.2,2269.38,2268.94,2266.88,2266.49,2271.49,2266.87,2267.1,2264.53,2267.61,2267.1,2263.23,2262.76,2267.1,2263.23,2264.38,2261.44,2264.66,2264.39,2264.84,2263.33,2265.52,2264.84,2268.5,2264.56,2268.51,2268.51,2265.48,2265.08,2270.65,2265.48,2268.9,2264.76,2270.5,2268.9,2266.32,2265.26,2269.38,2266.33,2264.54,2264.31,2267.05,2264.53,2262.33,2262.13,2264.88
LONG,2024-01-27 15:55:23,2263.49,0.21196771272661863,-0.46710653487141457,2259.2059069648017,42.170466323450086,2258.81,2261.55,2258.28,2262.41,2261.56,2264.95,2261.55,2266.28,2264.94,2265.99,2264.08,2268.2,2266.0,2268.93,2265.2,2269.38,2268.94,2266.88,2266.49,2271.49,2266.87,2267.1,2264.53,2267.61,2267.1,2263.23,2262.76,2267.1,2263.23,2264.38,2261.44,2264.66,2264.39,2264.84,2263.33,2265.52,2264.84,2268.5,2264.56,2268.51,2268.51,2265.48,2265.08,2270.65,2265.48,2268.9,2264.76,2270.5,2268.9,2266.32,2265.26,2269.38,2266.33,2264.54,2264.31,2267.05,2264.53,2263.5,2262.13,2264.88
SHORT,2024-01-27 15:58:45,2265.0,0.331625832384816,-0.45824297045228884,2259.2356099350986,47.89357612239138,2258.81,2261.55,2258.28,2262.41,2261.56,2264.95,2261.55,2266.28,2264.94,2265.99,2264.08,2268.2,2266.0,2268.93,2265.2,2269.38,2268.94,2266.88,2266.49,2271.49,2266.87,2267.1,2264.53,2267.61,2267.1,2263.23,2262.76,2267.1,2263.23,2264.38,2261.44,2264.66,2264.39,2264.84,2263.33,2265.52,2264.84,2268.5,2264.56,2268.51,2268.51,2265.48,2265.08,2270.65,2265.48,2268.9,2264.76,2270.5,2268.9,2266.32,2265.26,2269.38,2266.33,2264.54,2264.31,2267.05,2264.53,2265.0,2262.13,2265.0
LONG,2024-01-27 15:59:47,2263.48,0.2103722711312912,-0.46722471573032776,2259.205510925198,42.10514293147061,2258.81,2261.55,2258.28,2262.41,2261.56,2264.95,2261.55,2266.28,2264.94,2265.99,2264.08,2268.2,2266.0,2268.93,2265.2,2269.38,2268.94,2266.88,2266.49,2271.49,2266.87,2267.1,2264.53,2267.61,2267.1,2263.23,2262.76,2267.1,2263.23,2264.38,2261.44,2264.66,2264.39,2264.84,2263.33,2265.52,2264.84,2268.5,2264.56,2268.51,2268.51,2265.48,2265.08,2270.65,2265.48,2268.9,2264.76,2270.5,2268.9,2266.32,2265.26,2269.38,2266.33,2264.54,2264.31,2267.05,2264.53,2263.48,2262.13,2265.01
LONG,2024-01-27 16:04:11,2264.35,0.13262096277776436,-0.42284641586812965,2259.304613639942,45.89159244760458,2261.56,2264.95,2261.55,2266.28,2264.94,2265.99,2264.08,2268.2,2266.0,2268.93,2265.2,2269.38,2268.94,2266.88,2266.49,2271.49,2266.87,2267.1,2264.53,2267.61,2267.1,2263.23,2262.76,2267.1,2263.23,2264.38,2261.44,2264.66,2264.39,2264.84,2263.33,2265.52,2264.84,2268.5,2264.56,2268.51,2268.51,2265.48,2265.08,2270.65,2265.48,2268.9,2264.76,2270.5,2268.9,2266.32,2265.26,2269.38,2266.33,2264.54,2264.31,2267.05,2264.53,2263.47,2262.13,2265.01,2263.47,2264.23,2262.45,2264.85
LONG,2024-01-27 16:08:23,2265.44,0.2195725297297031,-0.41640555905687493,2259.3287720557837,51.06994124008787,2261.56,2264.95,2261.55,2266.28,2264.94,2265.99,2264.08,2268.2,2266.0,2268.93,2265.2,2269.38,2268.94,2266.88,2266.49,2271.49,2266.87,2267.1,2264.53,2267.61,2267.1,2263.23,2262.76,2267.1,2263.23,2264.38,2261.44,2264.66,2264.39,2264.84,2263.33,2265.52,2264.84,2268.5,2264.56,2268.51,2268.51,2265.48,2265.08,2270.65,2265.48,2268.9,2264.76,2270.5,2268.9,2266.32,2265.26,2269.38,2266.33,2264.54,2264.31,2267.05,2264.53,2263.47,2262.13,2265.01,2263.47,2265.44,2262.45,2265.45
SHORT,2024-01-27 16:24:09,2267.0,0.3277912546545849,-0.3631948367737404,2259.4738841080075,57.50962321921398,2264.94,2265.99,2264.08,2268.2,2266.0,2268.93,2265.2,2269.38,2268.94,2266.88,2266.49,2271.49,2266.87,2267.1,2264.53,2267.61,2267.1,2263.23,2262.76,2267.1,2263.23,2264.38,2261.44,2264.66,2264.39,2264.84,2263.33,2265.52,2264.84,2268.5,2264.56,2268.51,2268.51,2265.48,2265.08,2270.65,2265.48,2268.9,2264.76,2270.5,2268.9,2266.32,2265.26,2269.38,2266.33,2264.54,2264.31,2267.05,2264.53,2263.47,2262.13,2265.01,2263.47,2265.09,2262.45,2266.1,2265.09,2267.0,2265.05,2267.0
SHORT,2024-01-27 16:25:45,2265.68,0.22169438855780754,-0.3710538638920203,2259.447745494146,52.37018522321113,2264.94,2265.99,2264.08,2268.2,2266.0,2268.93,2265.2,2269.38,2268.94,2266.88,2266.49,2271.49,2266.87,2267.1,2264.53,2267.61,2267.1,2263.23,2262.76,2267.1,2263.23,2264.38,2261.44,2264.66,2264.39,2264.84,2263.33,2265.52,2264.84,2268.5,2264.56,2268.51,2268.51,2265.48,2265.08,2270.65,2265.48,2268.9,2264.76,2270.5,2268.9,2266.32,2265.26,2269.38,2266.33,2264.54,2264.31,2267.05,2264.53,2263.47,2262.13,2265.01,2263.47,2265.09,2262.45,2266.1,2265.09,2265.68,2265.05,2267.0
LONG,2024-01-27 16:31:32,2264.4,0.08842691103609468,-0.34172359994700774,2259.5289233600593,46.19347138859317,2266.0,2268.93,2265.2,2269.38,2268.94,2266.88,2266.49,2271.49,2266.87,2267.1,2264.53,2267.61,2267.1,2263.23,2262.76,2267.1,2263.23,2264.38,2261.44,2264.66,2264.39,2264.84,2263.33,2265.52,2264.84,2268.5,2264.56,2268.51,2268.51,2265.48,2265.08,2270.65,2265.48,2268.9,2264.76,2270.5,2268.9,2266.32,2265.26,2269.38,2266.33,2264.54,2264.31,2267.05,2264.53,2263.47,2262.13,2265.01,2263.47,2265.09,2262.45,2266.1,2265.09,2264.81,2264.81,2267.0,2264.82,2264.4,2264.4,2265.58
LONG,2024-01-27 16:32:54,2265.62,0.18574884835788907,-0.33451456755280073,2259.553081775901,52.67523067864883,2266.0,2268.93,2265.2,2269.38,2268.94,2266.88,2266.49,2271.49,2266.87,2267.1,2264.53,2267.61,2267.1,2263.23,2262.76,2267.1,2263.23,2264.38,2261.44,2264.66,2264.39,2264.84,2263.33,2265.52,2264.84,2268.5,2264.56,2268.51,2268.51,2265.48,2265.08,2270.65,2265.48,2268.9,2264.76,2270.5,2268.9,2266.32,2265.26,2269.38,2266.33,2264.54,2264.31,2267.05,2264.53,2263.47,2262.13,2265.01,2263.47,2265.09,2262.45,2266.1,2265.09,2264.81,2264.81,2267.0,2264.82,2265.61,2264.4,2265.62
LONG,2024-01-27 16:41:57,2267.54,0.34928161189054663,-0.3224010295133446,2259.593675835307,60.970061260017694,2266.0,2268.93,2265.2,2269.38,2268.94,2266.88,2266.49,2271.49,2266.87,2267.1,2264.53,2267.61,2267.1,2263.23,2262.76,2267.1,2263.23,2264.38,2261.44,2264.66,2264.39,2264.84,2263.33,2265.52,2264.84,2268.5,2264.56,2268.51,2268.51,2265.48,2265.08,2270.65,2265.48,2268.9,2264.76,2270.5,2268.9,2266.32,2265.26,2269.38,2266.33,2264.54,2264.31,2267.05,2264.53,2263.47,2262.13,2265.01,2263.47,2265.09,2262.45,2266.1,2265.09,2264.81,2264.81,2267.0,2264.82,2267.67,2264.4,2267.94
LONG,2024-01-27 16:46:03,2268.81,0.625058962310959,-0.24910014634184324,2259.7771419152273,63.00097049306412,2268.94,2266.88,2266.49,2271.49,2266.87,2267.1,2264.53,2267.61,2267.1,2263.23,2262.76,2267.1,2263.23,2264.38,2261.44,2264.66,2264.39,2264.84,2263.33,2265.52,2264.84,2268.5,2264.56,2268.51,2268.51,2265.48,2265.08,2270.65,2265.48,2268.9,2264.76,2270.5,2268.9,2266.32,2265.26,2269.38,2266.33,2264.54,2264.31,2267.05,2264.53,2263.47,2262.13,2265.01,2263.47,2265.09,2262.45,2266.1,2265.09,2264.81,2264.81,2267.0,2264.82,2268.24,2264.4,2268.25,2268.24,2268.17,2268.17,2268.82
LONG,2024-01-27 17:15:15,2269.48,0.9623492119976618,-0.09420558891950008,2260.1448002661605,66.60313559670712,2267.1,2263.23,2262.76,2267.1,2263.23,2264.38,2261.44,2264.66,2264.39,2264.84,2263.33,2265.52,2264.84,2268.5,2264.56,2268.51,2268.51,2265.48,2265.08,2270.65,2265.48,2268.9,2264.76,2270.5,2268.9,2266.32,2265.26,2269.38,2266.33,2264.54,2264.31,2267.05,2264.53,2263.47,2262.13,2265.01,2263.47,2265.09,2262.45,2266.1,2265.09,2264.81,2264.81,2267.0,2264.82,2268.24,2264.4,2268.25,2268.24,2267.79,2267.52,2268.96,2267.8,2269.32,2267.35,2269.33,2269.32,2269.48,2269.32,2269.48
LONG,2024-01-27 17:16:36,2270.41,1.0373349669830532,-0.08865108855021182,2260.1634141275467,69.78026231103743,2267.1,2263.23,2262.76,2267.1,2263.23,2264.38,2261.44,2264.66,2264.39,2264.84,2263.33,2265.52,2264.84,2268.5,2264.56,2268.51,2268.51,2265.48,2265.08,2270.65,2265.48,2268.9,2264.76,2270.5,2268.9,2266.32,2265.26,2269.38,2266.33,2264.54,2264.31,2267.05,2264.53,2263.47,2262.13,2265.01,2263.47,2265.09,2262.45,2266.1,2265.09,2264.81,2264.81,2267.0,2264.82,2268.24,2264.4,2268.25,2268.24,2267.79,2267.52,2268.96,2267.8,2269.32,2267.35,2269.33,2269.32,2270.41,2269.32,2270.96
LONG,2024-01-27 17:34:20,2271.54,1.300510554307948,0.012498946344178405,2260.382481899945,73.63666424999151,2263.23,2264.38,2261.44,2264.66,2264.39,2264.84,2263.33,2265.52,2264.84,2268.5,2264.56,2268.51,2268.51,2265.48,2265.08,2270.65,2265.48,2268.9,2264.76,2270.5,2268.9,2266.32,2265.26,2269.38,2266.33,2264.54,2264.31,2267.05,2264.53,2263.47,2262.13,2265.01,2263.47,2265.09,2262.45,2266.1,2265.09,2264.81,2264.81,2267.0,2264.82,2268.24,2264.4,2268.25,2268.24,2267.79,2267.52,2268.96,2267.8,2269.32,2267.35,2269.33,2269.32,2270.1,2269.32,2271.32,2270.1,2271.55,2270.01,2271.7
